"2003-06-10T21:00:00,","1.1756,","1.1756,","1.1756,",1.1756
"2003-06-11T21:00:00,","1.1771,","1.1771,","1.1771,",1.1771
"2003-06-12T21:00:00,","1.1861,","1.1861,","1.1861,",1.1861
"2003-06-14T21:00:00,","1.1877,","1.1877,","1.1877,",1.1877
"2003-06-15T21:00:00,","1.1826,","1.1826,","1.1826,",1.1826
"2003-06-16T21:00:00,","1.1783,","1.1783,","1.1783,",1.1783
"2003-06-17T21:00:00,","1.1693,","1.1693,","1.1693,",1.1693
"2003-06-18T21:00:00,","1.1725,","1.1725,","1.1725,",1.1725
"2003-06-19T21:00:00,","1.1602,","1.1602,","1.1602,",1.1602
"2003-06-21T21:00:00,","1.15765,","1.15765,","1.15765,",1.15765
"2003-06-22T21:00:00,","1.1555,","1.1555,","1.1555,",1.1555
"2003-06-23T21:00:00,","1.151,","1.151,","1.151,",1.151
"2003-06-24T21:00:00,","1.1543,","1.1543,","1.1543,",1.1543
"2003-06-25T21:00:00,","1.1425,","1.1425,","1.1425,",1.1425
"2003-06-26T21:00:00,","1.1433,","1.1433,","1.1433,",1.1433
"2003-06-28T21:00:00,","1.1437,","1.1437,","1.1437,",1.1437
